13 9 8: 2 14 37.6
13 9 9: 2 14 37.6
13 9 10: 2 14 37.6
13 9 11: 2 14 37.6
13 9 12: 2 14 37.6
13 10 8: 2 15 37.6
13 10 9: 2 15 37.6
13 10 10: 2 15 37.6
13 10 11: 2 15 37.6
13 10 12: 2 15 37.6
13 11 8: 2 16 37.6
13 11 9: 2 16 37.6
13 11 10: 2 16 37.6
13 11 11: 2 16 37.6
13 11 12: 2 16 37.6
13 12 8: 2 17 37.6
13 12 9: 2 17 37.6
13 12 10: 2 17 37.6
13 12 11: 2 17 37.6
13 12 12: 2 17 37.6
14 8 8: 2 18 37.6
14 8 9: 2 18 37.6
14 8 10: 2 18 37.6
14 8 11: 2 18 37.6
14 8 12: 2 18 37.6
14 9 8: 2 19 37.6
14 9 9: 2 19 37.6
14 9 10: 2 19 37.6
14 9 11: 2 19 37.6
14 9 12: 2 19 37.6
14 10 8: 2 20 37.6
14 10 9: 2 20 37.6
14 10 10: 2 20 37.6
14 10 11: 2 20 37.6
14 10 12: 2 20 37.6
14 11 8: 2 21 37.6
14 11 9: 2 21 37.6
14 11 10: 2 21 37.6
14 11 11: 2 21 37.6
14 11 12: 2 21 37.6
14 12 8: 2 22 37.6
14 12 9: 2 22 37.6
14 12 10: 2 22 37.6
14 12 11: 2 22 37.6
14 12 12: 2 22 37.6
15 8 8: 2 23 37.6
15 8 9: 2 23 37.6
15 8 10: 2 23 37.6
15 8 11: 2 23 37.6
15 8 12: 2 23 37.6
15 9 8: 2 24 37.6
15 9 9: 2 24 37.6
15 9 10: 2 24 37.6
15 9 11: 2 24 37.6
15 9 12: 2 24 37.6
15 10 8: 2 25 37.6
15 10 9: 2 25 37.6
15 10 10: 2 25 37.6
15 10 11: 2 25 37.6
15 10 12: 2 25 37.6
15 11 8: 2 26 37.6
15 11 9: 2 26 37.6
15 11 10: 2 26 37.6
15 11 11: 2 26 37.6
15 11 12: 2 26 37.6
15 12 8: 2 27 37.6
15 12 9: 2 27 37.6
15 12 10: 2 27 37.6
15 12 11: 2 27 37.6
15 12 12: 2 27 37.6
16 8 8: 2 28 37.6
16 8 9: 2 28 37.6
16 8 10: 2 28 37.6
16 8 11: 2 28 37.6
16 8 12: 2 28 37.6
16 9 8: 2 29 37.6
16 9 9: 2 29 37.6
16 9 10: 2 29 37.6
16 9 11: 2 29 37.6
16 9 12: 2 29 37.6
16 10 8: 2 30 37.6
16 10 9: 2 30 37.6
16 10 10: 2 30 37.6
16 10 11: 2 30 37.6
16 10 12: 2 30 37.6
16 11 8: 2 31 37.6
16 11 9: 2 31 37.6
16 11 10: 2 31 37.6
16 11 11: 2 31 37.6
16 11 12: 2 31 37.6
16 12 8: 2 32 37.6
16 12 9: 2 32 37.6
16 12 10: 2 32 37.6
16 12 11: 2 32 37.6
16 12 12: 2 32 37.6
17 8 8: 2 33 37.6
17 8 9: 2 33 37.6
17 8 10: 2 33 37.6
17 8 11: 2 33 37.6
17 8 12: 2 33 37.6
17 9 8: 2 34 37.6
17 9 9: 2 34 37.6
17 9 10: 2 34 37.6
17 9 11: 2 34 37.6
17 9 12: 2 34 37.6
17 10 8: 2 35 37.6
17 10 9: 2 35 37.6
17 10 10: 2 35 37.6
17 10 11: 2 35 37.6
17 10 12: 2 35 37.6
17 11 8: 2 36 37.6
17 11 9: 2 36 37.6
17 11 10: 2 36 37.6
17 11 11: 2 36 37.6
17 11 12: 2 36 37.6
17 12 8: 2 37 37.6
17 12 9: 2 37 37.6
17 12 10: 2 37 37.6
17 12 11: 2 37 37.6
17 12 12: 2 37 37.6
